"id","n","tipo"
"Sacher-Masoch, Leopold von",2,"Persona"
"Saco, Eduardo",1,"Persona"
"Saco, José Antonio",1,"Persona"
"Saenz, Alberto",1,"Persona"
"Sage, M.",1,"Persona"
"Saint-Victor, Paul de",2,"Persona"
"Sainte-Beuve, Charles-Augustin",1,"Persona"
"Saíz, José María",1,"Persona"
"Salamanca Torres, Demetrio",1,"Persona"
"Salamanca, Alfonso",2,"Persona"
"Salaverría, José María",1,"Persona"
"Salazar Álvarez, José María",1,"Persona"
"Salazar G., Esther",2,"Persona"
"Salazar H., Jerónimo",1,"Persona"
"Salazar, Juan de",1,"Persona"
"Saldarriaga Echeverri, Juan",1,"Persona"
"Saldarriaga, Antonio",1,"Persona"
"Salduba",1,"Persona"
"Salinas, Pedro",1,"Persona"
"Samaniego, Félix María de",2,"Persona"
"Samper de Ancízar, Agripina",1,"Persona"
"Samper, Darío",10,"Persona"
"Samper, Emilio",3,"Persona"
"Samper, José María",1,"Persona"
"Samper, Miguel",1,"Persona"
"Sánchez",2,"Persona"
"Sánchez de Bustamante y Sirvén, Antonio",1,"Persona"
"Sánchez Euse, Gustavo",3,"Persona"
"Sánchez Lafaurie, Juana",3,"Persona"
"Sánchez Montenegro, Víctor",1,"Persona"
"Sánchez Pesquera, Miguel",6,"Persona"
"Sánchez Rojas, José",8,"Persona"
"Sánchez V., Cruz",4,"Persona"
"Sánchez, Alberto",26,"Persona"
"Sánchez, Libia",2,"Persona"
"Sánchez, Luis Alberto",1,"Persona"
"Sánchez, Teodosio V.",1,"Persona"
"Sanín Cano, Baldomero",147,"Persona"
"Sanín R., F. E.",1,"Persona"
"Sanín Villa, Gabriel",1,"Persona"
"Sansores y Pren, Rosario",6,"Persona"
"Santa María, Andrés de",1,"Persona"
"Santamaría de González, Teresa",1,"Persona"
"Santamaría Vermersch, Ricardo",4,"Persona"
"Santamaría, M.",1,"Persona"
"Santamaría, Nepomuceno",1,"Persona"
"Santamaría, Teresita",1,"Persona"
"Santiago Fuentes, Magdalena de",4,"Persona"
"Santos Chocano, José",1,"Persona"
"Santos Millán, Isabel",3,"Persona"
"Santos, Eduardo",3,"Persona"
"Santos, Gustavo",14,"Persona"
"Saravia, Hermógenes",1,"Persona"
"Sarcey, Yvonne",1,"Persona"
"Sarcier, Luis",1,"Persona"
"Sassi, Panfilo",1,"Persona"
"Savage, Richard Henry",6,"Persona"
"Sbarbi y Osuna, José María",1,"Persona"
"Scarpetta, Oswaldo",1,"Persona"
"Schafi, Mirza",1,"Persona"
"Schiller, Friedrich",3,"Persona"
"Schopenhauer, Arthur",2,"Persona"
"Schuler, Ricardo",1,"Persona"
"Schwob, L.",1,"Persona"
"Schwob, Marcel",8,"Persona"
"Scott",1,"Persona"
"Scribe, Eugène",1,"Persona"
"Sèculi Bastida, Enriqueta",1,"Persona"
"Segovia, L.",1,"Persona"
"Ségur, Eugène de",1,"Persona"
"Segura, Silvino",1,"Persona"
"Sepúlveda Mejía, Diógenes",2,"Persona"
"Sepúlveda, Antonio M.",5,"Persona"
"Serao, Matilde",2,"Persona"
"Serna R., Eleuterio",1,"Persona"
"Serrano Blanco, Manuel",1,"Persona"
"Serrano, Marco Aurelio",1,"Persona"
"Severini, Gino",1,"Persona"
"Sevilla, Rafael",1,"Persona"
"Shakespeare, William",2,"Persona"
"Sheperd, William Robert",1,"Persona"
"Shulman, Pola",4,"Persona"
"Sienkiewicz, Henryk",1,"Persona"
"Sierra Carranza, José",3,"Persona"
"Sierra, Justo",1,"Persona"
"Siles, José de",2,"Persona"
"Silva Cruz, Carlos",1,"Persona"
"Silva Vidal, Ismael",1,"Persona"
"Silva, Clímaco",1,"Persona"
"Silva, Eleázar",1,"Persona"
"Silva, José Asunción",28,"Persona"
"Silvela, Francisco",1,"Persona"
"Silvestre, Armand",2,"Persona"
"Sinués de Marco, María del Pilar",1,"Persona"
"Skowronsky, Martín",7,"Persona"
"Smith William, Henry",1,"Persona"
"Smith, Logan Pearsall",4,"Persona"
"Soiza Reilly, Juan José de",1,"Persona"
"Solano Guzmán, Gustavo",1,"Persona"
"Solano Patiño, José",6,"Persona"
"Solano, Armando",4,"Persona"
"Solis Moncada, Jose",1,"Persona"
"Solís Moncada, José",6,"Persona"
"Sonies, Paul",1,"Persona"
"Sor Juana",1,"Persona"
"Sorela, Luis",1,"Persona"
"Soriano y Barroeta-Aldamar, Rodrigo",2,"Persona"
"Sotela Bonilla, Rogelio",1,"Persona"
"Soto Borda, Clímaco",12,"Persona"
"Soto Hall, Máximo",1,"Persona"
"Soto, Aquilino",2,"Persona"
"Soublette, Carlos",1,"Persona"
"Souday, Paul",1,"Persona"
"Sousa de Portugal, Lope de",1,"Persona"
"Spectator",2,"Persona"
"Spencer, Edmund",1,"Persona"
"Stecchetti, Lorenzo",1,"Persona"
"Stockbroker",1,"Persona"
"Storni, Alfonsina",1,"Persona"
"Struss, A.V.",1,"Persona"
"Stulken, Edward H.",1,"Persona"
"Suarès, André",1,"Persona"
"Suárez Murillo, Alberto",3,"Persona"
"Suárez Murillo, Carlos",6,"Persona"
"Suárez, Marco Fidel",2,"Persona"
"Suárez, Roberto",2,"Persona"
"Sucre, Antonio José",1,"Persona"
"Sulia",1,"Persona"
"Susana",6,"Persona"
"T. B. de M.",2,"Persona"
"T. O.",1,"Persona"
"T. P'ss Weekly",1,"Persona"
"Tabares, G.",11,"Persona"
"Tablada, José Juan",2,"Persona"
"Taboada, Luis",4,"Persona"
"Tagore, Rabindranath",17,"Persona"
"Talero Núñez, Eduardo",1,"Persona"
"Talleyrand, Charles Maurice de",1,"Persona"
"Támara, Adolfo",4,"Persona"
"Tamayo, Carlos",1,"Persona"
"Tamayo, Franz",1,"Persona"
"Tarleau, Lisa Ysaye",7,"Persona"
"Tarrida del Mármol, Fernando",1,"Persona"
"Tasso, Torquato",1,"Persona"
"Taunay, Vizconde de",2,"Persona"
"Tavera G., Rafael",1,"Persona"
"Tejada Cano, Luis",4,"Persona"
"Tejada Córdoba, Benjamín",11,"Persona"
"Tejada, Temístocles",1,"Persona"
"Tejera, Felipe",2,"Persona"
"Tennyson, Alfred",1,"Persona"
"Teócrito",1,"Persona"
"Terán, Luis María",1,"Persona"
"Terreros, José",1,"Persona"
"Thad., A., Thomson",1,"Persona"
"The Catholic Herald",1,"Persona"
"The Critic",1,"Persona"
"The Nation",3,"Persona"
"The Outlook",1,"Persona"
"The Times",1,"Persona"
"The Wayfarer",1,"Persona"
"Thein, Max",2,"Persona"
"Thomas, R.",3,"Persona"
"Tinseau, Léon de",1,"Persona"
"Tirado Macías, Ricardo",13,"Persona"
"Tisnés Jiménez, Roberto María",3,"Persona"
"Tobar, Alfonso",1,"Persona"
"Tobón Mejía, Marco",62,"Persona"
"Tobón Olarte, Valerio",1,"Persona"
"Tobón Uribe, L.",3,"Persona"
"Tobón, Lázaro",4,"Persona"
"Toché, Raoul",1,"Persona"
"Tolstói, Lev Nikoláievich",4,"Persona"
"Toro Idárraga, Bernardo",2,"Persona"
"Toro S., Magola",5,"Persona"
"Toro, Antonio J.",1,"Persona"
"Toro, Julio",1,"Persona"
"Toro, Luis A.",3,"Persona"
"Toro, Rita de",1,"Persona"
"Torres Bodet, Jaime",1,"Persona"
"Torres Durán, Carlos",1,"Persona"
"Torres Elicechea, Camilo",2,"Persona"
"Torres Méndez, Ramón",3,"Persona"
"Torres Palau, Lucía",1,"Persona"
"Torres Pinzón, Carlos Arturo",5,"Persona"
"Torres Umaña, Calixto",1,"Persona"
"Torres, Carlos",1,"Persona"
"Torres, Carlos Arturo",10,"Persona"
"Toudouze, Georges-Gustave",1,"Persona"
"Towne, Charles Hansen",1,"Persona"
"Tranquilo, Javier",2,"Persona"
"Trejo, Joaquín",1,"Persona"
"Trespalacios, Jesús María",1,"Persona"
"Triana, A.",3,"Persona"
"Triana, Miguel",8,"Persona"
"Trigo, Felipe",1,"Persona"
"Tulius",1,"Persona"
"Tumiati, Domenico",1,"Persona"
"Turcios, Froylán",1,"Persona"
"Turgenev, Ivan",3,"Persona"
"Twain, Mark",3,"Persona"
"Tyrrel, F. H.",1,"Persona"
"Ugarte, Manuel",3,"Persona"
"Umaña Bernal, José",19,"Persona"
"Un amigo",1,"Persona"
"Un Chileno",1,"Persona"
"Un obrero",1,"Persona"
"Un Sud Americano",1,"Persona"
"Unamuno, Miguel de",24,"Persona"
"Uncal, José María",1,"Persona"
"Urdaneta, Alberto",1,"Persona"
"Uribe Álvarez, Eduardo",1,"Persona"
"Uribe Ángel, Manuel",21,"Persona"
"Uribe Arango, Marcelino",1,"Persona"
"Uribe Escobar, Ricardo",6,"Persona"
"Uribe Gómez, Pedro",5,"Persona"
"Uribe Holguín, Guillermo",2,"Persona"
"Uribe Mejía, Francisco Antonio",3,"Persona"
"Uribe Misas, Alfonso",3,"Persona"
"Uribe Muñoz, Bernardo",5,"Persona"
"Uribe Ospina, Enrique",1,"Persona"
"Uribe Uribe, Amalia",1,"Persona"
"Uribe Uribe, Rafael",2,"Persona"
"Uribe V., Alberto",1,"Persona"
"Uribe Vallejo, Fita",14,"Persona"
"Uribe, A.",1,"Persona"
"Uribe, Amelia",1,"Persona"
"Uribe, Basiliso",1,"Persona"
"Uribe, Consuelo",2,"Persona"
"Uribe, Diego",17,"Persona"
"Uribe, Enrique",1,"Persona"
"Uribe, Francisco Antonio",2,"Persona"
"Uribe, Gustavo",1,"Persona"
"Uribe, Jesús",1,"Persona"
"Uribe, Joaquín Antonio",7,"Persona"
"Uribe, Juan de Dios",1,"Persona"
"Uribe, Martín",1,"Persona"
"Uribe, Tarquino",4,"Persona"
"Urrecha, Federico",1,"Persona"
"Urruchurtu y Lemus, Miguel",1,"Persona"
"Urrutia, Francisco José",3,"Persona"
"V.",15,"Persona"
"V. de Trujillo, Rosa E.",1,"Persona"
"Vaca, Vicente",2,"Persona"
"Vacquerie, Auguste",1,"Persona"
"Valcarce García, Javier",1,"Persona"
"Valdemar, Rubina",1,"Persona"
"Valderrama, Felipe",8,"Persona"
"Valencia",2,"Persona"
"Valencia Villegas, V.",3,"Persona"
"Valencia, Francisco",20,"Persona"
"Valencia, Guillermo",27,"Persona"
"Valencia, Lucía",3,"Persona"
"Valencia, Miguel Santiago",2,"Persona"
"Valenzuela Moreno, Antonio",2,"Persona"
"Valenzuela, Eduardo",1,"Persona"
"Valenzuela, Sergio A.",1,"Persona"
"Valenzuela, Teodoro",1,"Persona"
"Valéry, Paul",11,"Persona"
"Valladarez Márquez, Jorge",1,"Persona"
"Valle-Inclán, Ramón del",9,"Persona"
"Valle, Adolfo de",1,"Persona"
"Valle, Arturo del",1,"Persona"
"Vallejo G., Aurora",1,"Persona"
"Vallejo, Joaquín",2,"Persona"
"Vallenilla Lanz, Laureano",2,"Persona"
"Vallés, L.",1,"Persona"
"Van Tricht, Victor",2,"Persona"
"Vargas Ponce, José María",1,"Persona"
"Vargas Tamayo, Roberto",3,"Persona"
"Vargas Vila, José María",4,"Persona"
"Vargas, Aurelia",1,"Persona"
"Vargas, Justo",1,"Persona"
"Vargas, León",1,"Persona"
"Vargas, Maruja",1,"Persona"
"Varigny, Charles Victor Crosnier",1,"Persona"
"Varona, Enrique José",2,"Persona"
"Vasco Gutiérrez, Eduardo",19,"Persona"
"Vásquez Arrubla, Miguel Ángel",1,"Persona"
"Vásquez Barreneche, Alejandro",1,"Persona"
"Vásquez Flórez, Rafael",1,"Persona"
"Vásquez Guarda, Efraím",1,"Persona"
"Vásquez Vásquez, José",5,"Persona"
"Vásquez, Honorato",1,"Persona"
"Vásquez, Juan de Dios",5,"Persona"
"Vega Escobar, H.",1,"Persona"
"Vega, Alejandro",6,"Persona"
"Vega, Fernando de la",4,"Persona"
"Vega, Garcilaso de la",1,"Persona"
"Vel-Mirovich, Nicholas",1,"Persona"
"Velasco Ibarra, José María",1,"Persona"
"Velásquez",1,"Persona"
"Velásquez Botero, Samuel",18,"Persona"
"Velásquez García, José",46,"Persona"
"Velásquez Mejía, Eliseo",3,"Persona"
"Velásquez Pineda, José",1,"Persona"
"Velásquez V., L.",1,"Persona"
"Velásquez, Edmundo",5,"Persona"
"Velázquez, Alejandro",1,"Persona"
"Vélez Barrientos, Fernando",3,"Persona"
"Vélez Barrientos, Lucrecio",37,"Persona"
"Vélez Carmona, Juan Clímaco",19,"Persona"
"Vélez E., Santiago",3,"Persona"
"Vélez Escobar, Santiago",9,"Persona"
"Vélez Isaza, Bernardo",33,"Persona"
"Vélez S., Gabriela",1,"Persona"
"Vélez Vélez, Eladio",2,"Persona"
"Vélez, Bernardo",1,"Persona"
"Vélez, Bonifacio",4,"Persona"
"Vélez, Eladio",22,"Persona"
"Vélez, Fernando",2,"Persona"
"Vélez, Gabriel",10,"Persona"
"Vélez, J. Emilio",1,"Persona"
"Vélez, Marceliano",2,"Persona"
"Vélez, Salvador",3,"Persona"
"Vélez, Victoriano",13,"Persona"
"Velilla Yepes, Samuel",1,"Persona"
"Velillo, José",14,"Persona"
"Ven-Amur, Alhí",1,"Persona"
"Verb Sap",4,"Persona"
"Verbrugghe, Georges",2,"Persona"
"Verbrugghe, Louis Émile",2,"Persona"
"Verdaguer García, Jaime Tomás de",1,"Persona"
"Vergara Barros, Francisco",4,"Persona"
"Vergara y Vergara, José María",2,"Persona"
"Vergara, Estanislao",1,"Persona"
"Vergel, Leopoldo",1,"Persona"
"Verhaeren, Émile",2,"Persona"
"Verlaine, Paul",3,"Persona"
"Verlet, Raoul Charles",1,"Persona"
"Vial, Hugo",1,"Persona"
"Viana, Javier de",1,"Persona"
"Vicuña Mackenna, Benjamín",1,"Persona"
"Vidal C., Roberto",1,"Persona"
"Vidal Pacheco, Gonzalo",4,"Persona"
"Vidal, Enrique",3,"Persona"
"Vidal, Gonzalo",15,"Persona"
"Vidales, Luis",2,"Persona"
"Vieco Ortiz, Bernardo",1,"Persona"
"Vieco Ortiz, Luis Eduardo",10,"Persona"
"Vieco, Julio N.",1,"Persona"
"Vigil Olid, Constancio Cecilio",4,"Persona"
"Vigny, Alfred de",4,"Persona"
"Vila y Beltrán",1,"Persona"
"Vila, Pablo",2,"Persona"
"Vilariño, Remigio",17,"Persona"
"Vilgio, Leo",1,"Persona"
"Villa Carrasquilla, Jorge",6,"Persona"
"Villa de Toro, Ángela",1,"Persona"
"Villa Echavarría, Ángela",1,"Persona"
"Villa López, Francisco",9,"Persona"
"Villa Mora, Miguel",1,"Persona"
"Villa S., L.",6,"Persona"
"Villa V., José A.",1,"Persona"
"Villa Vélez, Eduardo",2,"Persona"
"Villa, Ángela",2,"Persona"
"Villa, Eduardo",1,"Persona"
"Villaespesa, Francisco",9,"Persona"
"Villafañe, Carlos",11,"Persona"
"Villalonga, Blas de",1,"Persona"
"Villamartín, Isabel de",1,"Persona"
"Villanueva, Carlos A.",4,"Persona"
"Villarraga, Tomás",1,"Persona"
"Villazón, Eliodoro",1,"Persona"
"Villegas Arango, Alfonso",10,"Persona"
"Villegas, Aquilino",9,"Persona"
"Villegas, Luis Eduardo",7,"Persona"
"Villegas, Manuel",1,"Persona"
"Villegas, Marco A.",1,"Persona"
"Villegas, Octavio",1,"Persona"
"Villiers de L'Isle-Adam, Auguste de",2,"Persona"
"Villois, André",1,"Persona"
"Villon, François",1,"Persona"
"Vinyes, Ramón",28,"Persona"
"Vionnet, Marthe",1,"Persona"
"Visan, Tancrède de",1,"Persona"
"Vives, Luis",6,"Persona"
"Volkrecht",1,"Persona"
"Voltaire",1,"Persona"
"von Maiz, Paul",2,"Persona"
"Vornevas, Cilia de",1,"Persona"
"Walter, Robert",2,"Persona"
"Wells, Herbert George",1,"Persona"
"White, Gabriela",2,"Persona"
"Wilde, Oscar",15,"Persona"
"Wilson, Jorge",3,"Persona"
"Wilson, Woodrow",1,"Persona"
"Wolf, Pablo",1,"Persona"
"Wolff, Pierre",1,"Persona"
"Wyzewa, Teodor de",2,"Persona"
"X.",1,"Persona"
"X. X.",1,"Persona"
"Xammar, Eugenio",12,"Persona"
"Xanrof, León",1,"Persona"
"Y.",1,"Persona"
"Yáñez Silva, Nathanael",1,"Persona"
"Yepes Morales, Jesús",18,"Persona"
"Yepes, J. M.",1,"Persona"
"Yepes, Joaquín E.",5,"Persona"
"Yerovi, Leonidas",1,"Persona"
"Yingwu, Wei",2,"Persona"
"Yo",4,"Persona"
"Yver, Colette",1,"Persona"
"Z y Z.",1,"Persona"
"Z. Kano",1,"Persona"
"Zaavedra Zárate, César",2,"Persona"
"Zaldívar, Ignacio de",1,"Persona"
"Zamacois, Eduardo",1,"Persona"
"Zambrana, Florián",1,"Persona"
"Zambrano, María",1,"Persona"
"Zapata A., José Joaquín",1,"Persona"
"Zapata, F.",1,"Persona"
"Zapata, Felipe",1,"Persona"
"Zapata, Pedrito",7,"Persona"
"Zappi, Giambattista Felice",1,"Persona"
"Zarante Rhenals, Sergio",3,"Persona"
"Zarrazola, Pluvio",1,"Persona"
"Zawadsky Colmenares, Alfonso",1,"Persona"
"Zayas, Antonio de",2,"Persona"
"Zea U., Eduardo",1,"Persona"
"Zea Uribe, Luis",1,"Persona"
"Zea, Francisco Antonio",1,"Persona"
"Zéndegui, Gabriel de",6,"Persona"
"Zenea, Juan Clemente",1,"Persona"
"Zola, Émile",2,"Persona"
"Zorrilla de San Martín, Juan",1,"Persona"
"Zuleta Gaviria, Eduardo",6,"Persona"
"Zuleta Gaviria, Juan Antonio",2,"Persona"
"Zuleta, Luis de",3,"Persona"
"Zuluaga y G., Roberto",2,"Persona"
"Zuluaga y Gutiérrez, Alfredo",68,"Persona"
"Zuluaga, Mariano",3,"Persona"
"Zúñiga, Luis Andrés",1,"Persona"
